ip_proto,tp_src,tp_dst,packet_count,byte_count,duration_sec,packet_count_per_sec,byte_count_per_sec,packet_size_avg,flow_duration,label
1,0,0,1,98,58,0.0171,1.6729,98.0,58.581,1
1,0,0,1,98,58,0.0171,1.673,98.0,58.576,1
1,0,0,1,98,58,0.0171,1.6732,98.0,58.571,1
1,0,0,2,196,58,0.0342,3.3471,98.0,58.558,1
1,0,0,1,98,58,0.0171,1.6737,98.0,58.554,1
1,0,0,1,98,58,0.0171,1.6738,98.0,58.549,1
1,0,0,2,196,58,0.0342,3.3481,98.0,58.54,1
1,0,0,1,98,58,0.0171,1.6742,98.0,58.536,1
1,0,0,1,98,58,0.0171,1.6743,98.0,58.532,1
1,0,0,1,98,58,0.0171,1.6746,98.0,58.522,1
1,0,0,1,98,58,0.0171,1.6747,98.0,58.519,1
1,0,0,1,98,58,0.0171,1.675,98.0,58.507,1
6,33364,5001,6435040,285247269696,61,104673.9431,4639902234.9171,44327.1945,61.477,0
6,33364,5001,6435040,285247269696,66,96799.5427,4290852157.0444,44327.1945,66.478,0
6,33364,5001,6435040,285247269696,71,90028.2604,3990700211.1979,44327.1945,71.478,0
6,33364,5001,6435040,285247269696,76,84141.2675,3729746331.6204,44327.1945,76.479,0
6,33364,5001,6435040,285247269696,81,78977.8961,3500868563.6299,44327.1945,81.479,0
6,33364,5001,6435040,285247269696,86,74411.5913,3298457078.5509,44327.1945,86.479,0
6,33364,5001,6435040,285247269696,91,70341.3749,3118035806.6089,44327.1945,91.483,2
6,56272,135,16,928,0,23.5988,1368.7316,58.0,0.678,2
6,56272,21,0,0,0,0.0,0.0,0.0,0.678,2
6,56272,587,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,80,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,143,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,445,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,5900,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,8888,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,554,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,8080,0,0,0,0.0,0.0,0.0,0.676,2
6,56272,110,0,0,0,0.0,0.0,0.0,0.67,2
6,56272,139,0,0,0,0.0,0.0,0.0,0.67,2
6,56272,443,0,0,0,0.0,0.0,0.0,0.67,2
6,56272,22,0,0,0,0.0,0.0,0.0,0.67,2
6,56272,113,0,0,0,0.0,0.0,0.0,0.67,2
6,56272,53,0,0,0,0.0,0.0,0.0,0.669,2
6,56272,1025,0,0,0,0.0,0.0,0.0,0.669,2
6,56272,995,0,0,0,0.0,0.0,0.0,0.669,2
6,56272,25,0,0,0,0.0,0.0,0.0,0.669,2
6,56272,1720,1,58,0,1.497,86.8263,58.0,0.668,2
6,56272,1723,0,0,0,0.0,0.0,0.0,0.668,2
6,56272,23,0,0,0,0.0,0.0,0.0,0.668,2
6,56272,993,0,0,0,0.0,0.0,0.0,0.667,2
6,56272,3306,0,0,0,0.0,0.0,0.0,0.667,2
6,56272,199,0,0,0,0.0,0.0,0.0,0.667,2
6,56272,256,0,0,0,0.0,0.0,0.0,0.667,2
6,56272,3389,0,0,0,0.0,0.0,0.0,0.667,2
6,56272,111,0,0,0,0.0,0.0,0.0,0.667,2
6,56272,21478,3,174,0,4.4978,260.8696,58.0,0.667,2
6,56272,57536,5,290,0,7.4963,434.7826,58.0,0.667,2
6,56272,20198,0,0,0,0.0,0.0,0.0,0.661,2
6,56272,17090,0,0,0,0.0,0.0,0.0,0.653,2
6,56272,44208,0,0,0,0.0,0.0,0.0,0.653,2
6,56272,56053,0,0,0,0.0,0.0,0.0,0.652,2
6,56272,40853,0,0,0,0.0,0.0,0.0,0.652,2
6,56272,35793,0,0,0,0.0,0.0,0.0,0.651,2
6,56272,39163,0,0,0,0.0,0.0,0.0,0.651,2
6,56272,17589,0,0,0,0.0,0.0,0.0,0.651,2
6,56272,34958,2,116,0,3.0722,178.1874,58.0,0.651,2
6,56272,17111,0,0,0,0.0,0.0,0.0,0.651,2
6,56272,31464,2,116,0,3.0769,178.4615,58.0,0.65,2
6,56272,40547,0,0,0,0.0,0.0,0.0,0.65,2
6,56272,16529,0,0,0,0.0,0.0,0.0,0.65,2
6,56272,56588,0,0,0,0.0,0.0,0.0,0.65,2
6,56272,39957,0,0,0,0.0,0.0,0.0,0.65,2
6,56272,10996,1,58,0,1.5385,89.2308,58.0,0.65,2
6,56272,22345,0,0,0,0.0,0.0,0.0,0.65,2
6,56272,11957,0,0,0,0.0,0.0,0.0,0.65,2
6,56272,11652,0,0,0,0.0,0.0,0.0,0.649,2
6,56272,45452,0,0,0,0.0,0.0,0.0,0.648,2
